Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
Versement aux archives départementales des fiches médico-scolaires,https://francearchives.gouv.fr/circulaire/AD_56_22,AD_56_22,,,,abrogée,,,https://francearchives.gouv.fr/file/879d464c15e83da91c2fa4a6078ed0f826503940/AD_56_22.pdf,,,Circulaire,AD 56-22,28/07/1956,"Établissement d'enseignement Nom (commune, département)",,28/02/1963,,,Circulaire de tri,,santé; enseignement,dossier médical,,,AD_63_13,
Versement aux Archives départementales du fichier agricole 1942-1944,https://francearchives.gouv.fr/circulaire/INSEE_1956_11_05,INSEE_1956_11_05,Circulaire du directeur général de l'insee,sans référence,,caduc,,,https://francearchives.gouv.fr/file/855df33e75e1dc96a43aa61bdc7408c8ffb7ec49/05_11_1956.pdf,,05/11/1956,,,05/11/1956,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,Guerre 1939-1945,agriculture,statistique,recensement,,,
Versement aux Archives départementales des états du montant des rôles et des contributions directes et des états des sommes imposées qui les ont remplacés,https://francearchives.gouv.fr/circulaire/AD_56_30,AD_56_30,,,,caduc,,,https://francearchives.gouv.fr/file/49eb3a766e6ae479dbd5bb00f216f1ecc9dff5ef/AD_56_30.pdf,,,Circulaire,AD 56-30,30/11/1956,Direction générale des Impôts (régie des contributions directes),DGI,,,,Circulaire de tri,,finances publiques,état du montant des rôles,,,,
Archives des compagnies républicaines de sécurité,https://francearchives.gouv.fr/circulaire/AD_57_1,AD_57_1,,,,abrogée,,,https://francearchives.gouv.fr/file/0d641878f97e225cf1eecdb419498ad857760a05/AD_57_1.pdf,,,Circulaire,AD 57-1,16/01/1957,"France. Compagnie républicaine de sécurité (n° ; commune, département)",CRS,28/07/1995,,,Circulaire de tri,,police,,,,AD_95_6,
"Versement aux Archives départementales du fichier agricole 1942, 1943, 1944",https://francearchives.gouv.fr/circulaire/AD_57_2,AD_57_2,,,,caduc,,,https://francearchives.gouv.fr/file/4a8b3f1f3f5ba02023c7a6a4c91c554aa7dc3258/AD_57_2.pdf,,,Circulaire,AD 57-2,01/02/1957,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,Guerre 1939-1945,agriculture,statistique,recensement,,,
Archives de l'administration des douanes,https://francearchives.gouv.fr/circulaire/DAF_1957_02_02,DAF_1957_02_02,,,,abrogée,,,https://francearchives.gouv.fr/file/259add299dc80c6227c41faa035a7070fcc89bf0/02_02-1957.pdf,,,Circulaire,sans référence,02/02/1957,France. Direction générale des douanes et droits indirects. Recette des douanes (commune siège de la recette),DGDDI,28/09/1981,,,Circulaire de tri,,finances publiques,,,,FINANCES_81_S_123,
Versement aux Archives départementales des dossiers médicaux périmés d'étudiants,https://francearchives.gouv.fr/circulaire/AD_58_11,AD_58_11,Circulaire,sans référence,,abrogée,,,https://francearchives.gouv.fr/file/e9f84829df0ee29f8ea3852320820546dc0095e3/AD_58_11.pdf,,25/04/1958,Circulaire,AD 58-11,20/05/1958,"Établissement d'enseignement supérieur nom (commune, département)
Université nom (chef-lieu de département)",,,05/01/1973,AD_86_157|,Circulaire de tri,,santé; enseignement,dossier médical,,AD_56_22,,
Versement aux archives départementales des dossiers des sociétés et unions de sociétés mutualistes disparues,https://francearchives.gouv.fr/circulaire/AD_58_20,AD_58_20,Circulaire du ministre du travail et de la sécurité sociale,AG/ 780,,caduc,,,https://francearchives.gouv.fr/file/db04b5c1f28b5885726b80511408640489367c2c/static_801.pdf,,11/06/1958,Circulaire,AD 58-20,07/07/1958,Département. Préfecture,,,,,Circulaire de tri,,protection sociale; police administrative,,,,,
Réforme judiciaire. Papiers des greffes des juridictions supprimées ou modifiées,https://francearchives.gouv.fr/circulaire/AD_59_2,AD_59_2,Circulaire du ministre de la justice,88 105/SC,,caduc,,,https://francearchives.gouv.fr/file/4370a17b2620f37c85664af546e748613cbc3d4c/AD_59_2.pdf,,15/01/1959,Circulaire,AD 59-2,21/01/1959,"France. Tribunal (commune, département). Greffe",,,,,Circulaire de tri,,justice,,,,,
Réforme judiciaire. Papiers des greffes des juridictions supprimées ou modifiées. Opérations de transfert,https://francearchives.gouv.fr/circulaire/AD_59_3,AD_59_3,Circulaire du ministre de la justice,sans référence,,caduc,,,https://francearchives.gouv.fr/file/7bf53fa1dc996319434383d88fd51461f20d1b33/AD_59_3.pdf,,12/02/1959,Circulaire,AD 59-3,12/02/1959,"France. Tribunal (commune, département). Greffe",,,,,Circulaire de tri,,justice,,,,,AD_53_7
Dossiers des retraits des permis de conduire : élimination par les directeurs des services d'archives des départements,https://francearchives.gouv.fr/circulaire/AD_59_4,AD_59_4,Lettre du ministre des travaux publics et des transports,sans référence,,abrogée,,,https://francearchives.gouv.fr/file/a0661ca57f583cadbf99021ebcf9d381993694a8/AD_59_4.pdf,,09/02/1959,Circulaire,AD 59-4,18/02/1959,Département. Préfecture,,,06/08/1970,AD_70_8|,Circulaire de tri,,police administrative,titre de circulation,,,,
Dossiers des retraits des permis de conduire : élimination par les directeurs des services d'archives des départements,https://francearchives.gouv.fr/circulaire/AD_59_5,AD_59_5,Lettre du ministre des travaux publics et des transports,sans référence,,abrogée,,,https://francearchives.gouv.fr/file/418c934de304a3bffcc0f743c5a3788267ba41d8/AD_59_5.pdf,,09/02/1959,Circulaire,AD 59-5,18/02/1959,Département. Préfecture,,,06/08/1970,AD_70_8|,Circulaire de tri,,police administrative,titre de circulation,,,,
Feuilles de ménage du recensement de 1946 : possibilités d'élimination,https://francearchives.gouv.fr/circulaire/AD_59_6,AD_59_6,,,,caduc,,,https://francearchives.gouv.fr/file/b2317d70e4e9677c8f5e353a340d1804fde2dace/AD_59_6.pdf,,,Circulaire,AD 59-6,10/03/1959,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,questionnaire d'enquête,,AD_54_3,,
Archives des établissements pénitentiaires : versement et conservation aux Archives départementales des dossiers individuels de détenus,https://francearchives.gouv.fr/circulaire/AD_59_8,AD_59_8,,,,abrogée,,,https://francearchives.gouv.fr/file/84c97f2d96387e0c2f3aef7d16b8d0b9082b26e2/AD_59_8.pdf,,,Circulaire,AD 59-8,12/03/1959,"France. Etablisssement pénitentiaire Dénomination (commune, département)",,02/06/1960,04/07/1985,AD_85_2|,Circulaire de tri,,justice,,,,AD_60_15,
Application du Code de procédure pénale. Documents saisis comme pièces à conviction : remise éventuelle aux Archives départementales,https://francearchives.gouv.fr/circulaire/AD_59_10,AD_59_10,Instruction générale du ministre de la justice prise pour l'application du code de procédure pénale,sans référence,,abrogée,,,https://francearchives.gouv.fr/file/3e7f50d1c8755629d0dae8627d6b175e0de2a641/AD_59_10.pdf,,27/02/1959,Circulaire,AD 59-10,17/03/1959,"France. Cour d'assises (chef-lieu de département)
France. Tribunal correctionnel pour mineurs (commune, département)
France. Tribunal de police (chef-lieu de canton, département)",,,,,Circulaire de tri,,justice,,,,,
"Versement aux Archives départementales et délais de conservation des différentes catégories de documents judiciaires (cours d'appel, cours d'assises, tribunaux de grande instance, tribunaux d'instance, juridictions prud'homales, tribunaux de police)",https://francearchives.gouv.fr/circulaire/AD_59_13,AD_59_13,,,,abrogée,,,https://francearchives.gouv.fr/file/8efae901c26ed720e074e99b76f4bf15ffd7d2e2/AD_59_13.pdf,,,Circulaire,AD 59-13,04/04/1959,"France. Cour d'appel
France. Cour d'assises (chef-lieu de département)
France. Tribunal de grande instance (commune, département)
France. Tribunal d'instance (commune, département)
France. Tribunal de police (chef-lieu de canton, département)
France. Conseil de prud'hommes (commune, département)",,10/02/1962,23/11/1972,"AD_72_4|
AD_85_1|",Circulaire de tri,,justice,,,,AD_62_5; AD_66_3,AD_53_7
Dossiers de voyageurs de commerce : possibilité d'élimination,https://francearchives.gouv.fr/circulaire/AD_59_15,AD_59_15,,,,abrogée,,,https://francearchives.gouv.fr/file/f136952f45e4fde9c145034fd3944f1f9323ffd7/AD_59_15.pdf,,,Circulaire,AD 59-15,21/04/1959,Département. Préfecture,,,,,Circulaire de tri,,police administrative; emploi,titre de circulation,,ARRETE_1921_07_01,,
Versement aux Archives départementales et délai d'élimination des dossiers de subventions pour achat de matériel agricole (Génie rural),https://francearchives.gouv.fr/circulaire/AD_59_19,AD_59_19,,,,abrogée,,,https://francearchives.gouv.fr/file/f831e62dbab30c2890e3ff195447d24818edf4f4/AD_59_19.pdf,,,Circulaire,AD 59-19,14/05/1959,Département. Service du génie rural et des eaux et forêts,,13/11/1972,31/10/2000,AD_2000_2|,Circulaire de tri,,agriculture,,financement,,AD_72_3,
Dossiers des autorisations d'utilisation de haut-parleurs sur la voie publique et de fermeture tardive des débits de boisson : délais d'élimination,https://francearchives.gouv.fr/circulaire/AD_59_26,AD_59_26,,,,en vigueur,,,https://francearchives.gouv.fr/file/43d2b0a065f061ffc50b205fa671002fe6dbaf52/AD_59_26.pdf,,,Circulaire,AD 59-26,19/06/1959,Département. Préfecture,,,,,Circulaire de tri,,police administrative,,,ARRETE_1921_07_01,,
Versement des registres de comptes du ravitaillement de la nation en temps de guerre,https://francearchives.gouv.fr/circulaire/AD_59_31,AD_59_31,,,,caduc,,,https://francearchives.gouv.fr/file/1e52667832879988b16db7e788898f24063dba17/AD_59_31.pdf,,,Circulaire,AD 59-31,17/10/1959,Département. Direction départementale du du ravitaillement général,,,,,Circulaire de tri,Guerre 1939-1945,guerre,,,AD_52_3; AD_59_31,,
Versement par les directions régionales de l'INSEE des bulletins de naissances et mariages : constitution de fichiers alphabétiques des noms de personnes,https://francearchives.gouv.fr/circulaire/AD_60_3,AD_60_3,Circulaire du directeur général de l'insee (direction de la démographie et de l'exploitation),2527/204,,abrogée,,,,,03/02/1960,Circulaire,AD 60-3,10/02/1960,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,08/06/1988,AD_88_1|,Circulaire de tri,,population,,,,,
Archives des établissements pénitentiaires : versement aux Archives départementales,https://francearchives.gouv.fr/circulaire/AD_60_15,AD_60_15,Circulaire du ministre de la justice,AP 15,,abrogée,,,,,20/04/1960,Circulaire,AD 60-15,02/06/1960,"France. Etablisssement pénitentiaire Dénomination (commune, département)",,,09/05/1975,AD_7469_4284|,Circulaire de tri,,justice,,,,,
"Archives du cadastre : vente de pièces inutiles, versement aux archives départementales",https://francearchives.gouv.fr/circulaire/FINANCES_1960_10_03,FINANCES_1960_10_03,Note du ministère des finances (direction générale des impôts),sans référence,,abrogée,,,,,03/10/1960,,,03/10/1960,France. Direction générale des Impôts (Service du cadastre),DGI,,,,Circulaire de tri,,finances publiques; cadastre,,,,,
Archives des établissements hospitaliers supprimés,https://francearchives.gouv.fr/circulaire/AD_60_28,AD_60_28,,,,abrogée,,,https://francearchives.gouv.fr/file/ec0e26c485a075aa1bb3249a712daa69cde1b23d/AD_60_28.pdf,,,Circulaire,AD 60-28,21/10/1960,"Établissement public de santé Dénomination (commune, département)",,,14/05/1993,AD_93_4|,Circulaire de tri,,santé,,,,,
Dommages de guerre 1939-1945 : dossiers de dommages mobiliers,https://francearchives.gouv.fr/circulaire/AD_61_2,AD_61_2,Circulaire du ministre de la construction,61-9,,caduc,,,https://francearchives.gouv.fr/file/fb4acf320789caa41c7b23004f41d2a5e6002ae9/AD_61_2.pdf,,28/01/1961,Circulaire,AD 61-2,28/01/1961,France. Direction des dommages de guerre,,22/03/1961,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,AD_61_2_bis,
Archives communales. Élimination des déclarations de récoltes céréalières,https://francearchives.gouv.fr/circulaire/AD_61_4,AD_61_4,,,,caduc,,,https://francearchives.gouv.fr/file/52e32867d326e252da64e1cce0bd0c657beae098/static_1017.pdf,,,Circulaire,AD 61-4,01/02/1961,Commune (département).,,,,,Circulaire de tri,,agriculture,,,,,
Dommages de guerre 1939-1945 : dossiers de dommages mobiliers,https://francearchives.gouv.fr/circulaire/AD_61_2_bis,AD_61_2_bis,,,,caduc,,,https://francearchives.gouv.fr/file/9beeda867a4d6997f6564cbc225475c2f9971b83/AD_61_2_bis.pdf,,,Circulaire,AD 61-2 bis,22/03/1961,France. Direction des dommages de guerre,,15/12/1961,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,AD_61_32,
Dossiers et fichiers des demandes d'allocation compensatrice des augmentations de loyer : délai de conservation,https://francearchives.gouv.fr/circulaire/AD_61_14,AD_61_14,,,,caduc,,,https://francearchives.gouv.fr/file/93b95a732c8fdb693f869d82ff435da251298300/static_1018.pdf,,,Circulaire,AD 61-14,12/04/1961,Département. Direction des affaires sanitaires et sociales,DDASS,,,,Circulaire de tri,,protection sociale,,,ARRETE_1921_07_01,,
Dépôts des fascicules imprimés des brevets d'invention et des certificats d'addition,https://francearchives.gouv.fr/circulaire/ARRETE_1961_08_09,ARRETE_1961_08_09,Arrêté du ministre de l'industrie et du ministère des affaires culturelles,sans référence,,en vigueur (partiellement abrogée / modifiée),,,,,09/08/1961,,,09/08/1961,Institut national de la propriété industrielle,INPI,05/12/1968,,,Circulaire de tri,,économie,brevet d'invention,,,AD_3863_2461,
Dépôt des fascicules imprimés des brevets d'invention et des certificats d'addition,https://francearchives.gouv.fr/circulaire/AD_61_20,AD_61_20,Arrêté interministériel,sans référence,,caduc,,,https://francearchives.gouv.fr/file/d9bb7b125f97954c444dc51f502f0af428884d41/AD_61_20.pdf,,09/08/1961,Circulaire,AD 61-20,18/08/1961,Institut national de la propriété industrielle,INPI,05/12/1968,,,Circulaire de tri,,économie,brevet d'invention,,,AD_3863_2461,
Listes nominatives du dénombrement général de la population de 1954 conservées dans les mairies,https://francearchives.gouv.fr/circulaire/AD_61_28_bis,AD_61_28_bis,,,,caduc,,,https://francearchives.gouv.fr/file/ae524b9105a3346edbfc81b50fd8993a16ceb5ff/AD_61_28_bis.pdf,,,Circulaire,AD 61-28 bis,02/11/1961,Commune (département),,,,,Circulaire de tri,,population,liste nominative,,,,
Listes nominatives du dénombrement général de la population de 1954 conservées dans les mairies,https://francearchives.gouv.fr/circulaire/AD_61_28,AD_61_28,,,,caduc,,,https://francearchives.gouv.fr/file/b8f8d390f958654a003b220bc54cf3ca4c61eb15/AD_61_28.pdf,,,Circulaire,AD 61-28,02/11/1961,Commune (département),,,,,Circulaire de tri,,population,liste nominative,,,,
Dommages de guerre 1939-1945 : dossiers de dommages mobiliers,https://francearchives.gouv.fr/circulaire/AD_61_32,AD_61_32,Circulaire du ministre de la construction,DG/AFLG,,caduc,,,https://francearchives.gouv.fr/file/a770e27fa7f2417babf41ab154017040a6e44123/AD_61_32.pdf,,16/11/1961,Circulaire,AD 61-32,15/12/1961,France. Direction des dommages de guerre,,14/03/1962,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,AD_61_32,
Délai de conservation des archives du service des télécommunications,https://francearchives.gouv.fr/circulaire/343_T_47,343_T_47,Circulaire du ministre des PTT,343 T 47,,caduc,,,,,22/12/1961,,,22/12/1961,France. Direction générale des télécommunications,,,,,Circulaire de tri,,communications,,,,,
Archives des tribunaux de grande instance : délai de conservation des dossiers de procédure d'expropriation pour utilité publique,https://francearchives.gouv.fr/circulaire/AD_62_5,AD_62_5,,,,abrogée,,,https://francearchives.gouv.fr/file/43097eb573b9de9823c4fb60f52df7e3ce2774bc/AD_62_5.pdf,,,Circulaire,AD 62-5,10/02/1962,"France. Tribunal de grande instance (commune, département)",TGI,27/01/1985,12/09/1994,AD_94_9|,Circulaire de tri,,justice,dossier de procédure,,AD_59_13,AD_85_1,
Opérations de tri des archives des dommages de guerre 1939-1945 en application de la loi de finances 1962,https://francearchives.gouv.fr/circulaire/AD_62_10,AD_62_10,"Circulaire du ministre de la construction (direction des dommages de guerre, sous-direction administrative et financière)",62-11,,caduc,,,https://francearchives.gouv.fr/file/1ea48fb897965e80781a42d96142baff76412a9e/static_1016.pdf,,06/02/1962,Circulaire,AD 62-10,14/03/1962,France. Direction des dommages de guerre,,,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,,
Documents du dénombrement général de la population de 1954. Versement aux archives départementales,https://francearchives.gouv.fr/circulaire/AD_62_12,AD_62_12,,,,caduc,,,https://francearchives.gouv.fr/file/376a6b2cde2477a4e1db18dc8a9472d9c57716a5/AD_62_12.pdf,,,Circulaire,AD 62-12,19/03/1962,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,liste nominative,,,,
Dépôt légal des publications périodiques,https://francearchives.gouv.fr/circulaire/AD_62_17,AD_62_17,Circulaire du ministre de l'intérieur,131/CENT DL,,caduc,,,https://francearchives.gouv.fr/file/bf4d78b3868ac305a266d747a29aa3e905c0b28d/AD_62_17.pdf,,01/03/1962,Circulaire,AD 62-17,14/05/1962,Département. Préfecture,,,,,Circulaire de tri,,police administrative,publication périodique,,,,
Versement aux archives départementales des dossiers des procédures suivies devant les chambres civiques ayant fonctionné après la Libération,https://francearchives.gouv.fr/circulaire/AD_62_25,AD_62_25,Circulaire du ministre de la justice,1016-1,,caduc,,,https://francearchives.gouv.fr/file/5ce088da727d7301e865f8ae51ac19c68d90052f/static_776.pdf,,24/08/1962,Circulaire,AD 62-25,29/08/1962,"France. Chambre civique (chef-lieu de département)
France. Cour de justice (chef-lieu de département)",,,,,Circulaire de tri,Libération (1944-1945),justice,dossier de procédure,,,,
Durée de conservation des mercuriales dans les archives départementales (série M),https://francearchives.gouv.fr/circulaire/AD_63_2,AD_63_2,,,,caduc,,,https://francearchives.gouv.fr/file/23e3497f58238bb5690a27ddd7cf83936b5338f3/AD_63_2.pdf,,,Circulaire,AD 63-2,04/01/1963,Département. Archives départementales,,,,,Circulaire de tri,,économie,mercuriale,réglementation,ARRETE_1921_07_01,,
"Dossiers de dommages de guerre mobiliers 1939-1945 : versement, élimination, tri",https://francearchives.gouv.fr/circulaire/AD_63_4,AD_63_4,Circulaire du ministre de la construction,63-3,,caduc,,,https://francearchives.gouv.fr/file/84deecc20c4cd69d5214fef41d366ad5e8732e8a/AD_63_4.pdf,,07/01/1963,Circulaire,AD 63-4,17/01/1963,France. Direction des dommages de guerre,,,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,,
Archives des dommages de guerre 1939-1945 : dossiers traités sur le plan national,https://francearchives.gouv.fr/circulaire/AD_63_7,AD_63_7,Circulaire du ministre de l'éducation nationale,63-725,,caduc,,,https://francearchives.gouv.fr/file/6c614193f8b64cd37e32002488f6a18e79de6ae8/static_1013.pdf,,12/02/1963,Circulaire,AD 63-7,07/02/1963,France. Direction des dommages de guerre,,19/02/1965,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,AD_65_6,
Fiches médicales scolaires : réception et conservation par les archives départementales,https://francearchives.gouv.fr/circulaire/AD_63_13,AD_63_13,Circulaire du ministre de l'éducation nationale,63-725,,abrogée,,,https://francearchives.gouv.fr/file/5aea24968a2e03363dd2f257fc4be2398851698e/AD_63_13.pdf,,12/02/1963,Circulaire,AD 63-13,28/02/1963,"Établissement d'enseignement Nom (commune, département)",,23/02/2005,,,Circulaire de tri,,santé; enseignement,dossier médical,,,DPACI_RES_2005_003,
Détaxe des carburants agricoles. Délai de conservation,https://francearchives.gouv.fr/circulaire/AD_63_14,AD_63_14,,,,abrogée,,,https://francearchives.gouv.fr/file/3db42950254d9ea7e8ca57fc6e06267b0c0b1002/AD_63_14.pdf,,,Circulaire,AD 63-14,01/03/1963,,,,,,Circulaire de tri,,finances publiques; agriculture,,financement,,,
Fiches médicales scolaires,https://francearchives.gouv.fr/circulaire/AD_63_13_bis,AD_63_13_bis,,,,abrogée,,,https://francearchives.gouv.fr/file/45c28a620f74ddbf7e3d36bcee2cbc498b4ab966/AD_63_13_bis.pdf,,,Circulaire,AD 63-13 bis,07/03/1963,"Établissement d'enseignement Nom (commune, département)",,26/05/1970,,,Circulaire de tri,,santé; enseignement,dossier médical,,,AD_70_5; DPACI_RES_2005_003,
Conservation des dossiers de naturalisation dans les Archives départementales,https://francearchives.gouv.fr/circulaire/AD_63_18,AD_63_18,,,,abrogée,,,https://francearchives.gouv.fr/file/7c970682726441a3d9fce1c6da7e92f01457ca0d/AD_63_18.pdf,,,Circulaire,AD 63-18,03/04/1963,Département. Préfecture,,,,,Circulaire de tri,,population; police administrative,dossier individuel,,,,
Listes nominatives du dénombrement général de la population de 1954 conservées dans les mairies,https://francearchives.gouv.fr/circulaire/AD_63_23,AD_63_23,Circulaire,CL/P4 n°278,,caduc,,,https://francearchives.gouv.fr/file/e5a464e00d1a991e05ee3a0a824ce45366c7355b/AD_63_23.pdf,,,Circulaire,AD 63-23,17/05/1963,Commune (département),,,,,Circulaire de tri,,population,liste nominative,,,,
